,org1_x,org1_y,org1_z,org2_x,org2_y,org2_z
0,-137.02775601000002,243.20792292,612.2664870719999,-51.034546000000006,90.580232,228.03221119999998
1,20.458146279999998,174.263968736,690.06470962,14.306396,121.8629152,482.56273400000003
2,-94.0611708744298,318.64072748460313,636.3866219594868,-70.98956292409797,240.48356791290803,480.29179015810325
3,-84.53518982413516,378.26418649245414,747.9253095764574,-51.86207964670869,232.06391809353016,458.8498831757408
4,754.2454700157082,1103.4612494934463,769.6638169565575,250.5798903706672,366.5984217586201,255.70226476962046
5,-333.40683478311576,1249.955739227599,1212.2598230460799,-81.61734021618501,305.9867170691797,296.7588306110355
6,-294.9283895258737,1001.2909960830672,721.8496528810791,-112.783322954445,382.90286657096254,276.04193226809906
7,-130.93375032673276,423.06482425560796,301.0156544031782,-118.49208174364955,382.8640943489665,272.41235692595313
8,-140.4189479346714,403.4072209236404,280.92551204062244,-130.62227714853154,375.26253109175855,261.32605771220693
9,-150.4071764952688,430.6772187851982,297.5642902097623,-129.10487252812771,369.68001612463365,255.41999159636248
10,-139.502348151814,407.566392508703,283.81829826010664,-128.57359276664886,375.6372281186203,261.58368503235636
11,-153.26263675814295,499.9903834443097,355.4388265505126,-110.26088975405969,359.7053118304387,255.71138600756302
12,-159.25354369324174,543.6741265766776,416.81064040545584,-102.74422173757532,350.7575010172113,268.91009058416506
13,-195.29580830453668,533.0811921870643,426.64717269496185,-122.82755239279035,335.2711900547574,268.33155515406406
14,-149.32786971890062,492.75422481466177,375.66448482390734,-103.69990952701431,342.1904338990707,260.8781144610468
15,-159.98774708946596,471.7444095900568,370.69187791304864,-118.07213807340662,348.1508557860198,273.57334163324623
16,-134.00182453425506,416.25372657420684,331.83351545810206,-108.50350164717008,337.04755188194883,268.6911056340907
17,-96.15732949459083,316.1104845338134,271.2245658285157,-99.64490103066407,327.5756316412574,281.0617262471666
18,-76.22706804075635,241.8509256804682,259.9491003331224,-94.6920099885172,300.43593252232074,322.9181370597793
19,-55.897751070101606,179.83840858269923,213.32056487180142,-90.89065214650668,292.4201765572345,346.8627071086202
20,-53.23903958125683,157.38582136423884,212.65517933203148,-91.00690526710571,269.03559207562193,363.5131270633017
21,-54.86386679171369,146.75014467935338,227.87214223310528,-93.78438767814306,250.85494816983487,389.5250294582996
22,-54.978476886367936,141.17002138213817,227.43613852689785,-93.18385912943718,239.27122268159013,385.4849805540642
23,-54.01305259928588,139.81744590215325,235.70823875659383,-90.02175433214313,233.02907650358878,392.84706459432306
24,-52.21292254765911,133.9470736202051,238.07718370359143,-88.49647889433749,227.0289383393307,403.52065034507024
25,-47.70215581155216,122.01857280614725,237.1131799921825,-81.54214668641396,208.57875693358505,405.321675200312
26,-49.46409033364488,121.13772171084976,245.32399964737428,-85.28291436835325,208.85814088077547,422.9724131851281
27,-45.50202372451777,111.45570734777391,239.80679386351477,-79.13395430350917,193.83601277873726,417.0552936756779
28,-45.86388183437312,106.47437770750612,246.11727695859918,-80.46295058661951,186.79715387281777,431.7846964185951
29,-40.075289599857705,97.53627174067297,246.69796521963215,-70.92971610594284,172.63056945251856,436.63356676041093
30,-36.078535232336336,91.69576884059025,238.8368664912203,-64.42595577202917,163.74244435819685,426.4944044486076
31,-27.221292960815553,86.35563922954447,230.35650736104148,-54.44258592163111,172.71127845908893,460.71301472208296
32,-26.9506848181076,92.53334163901035,204.62132406308768,-54.44582791536889,186.93604371517242,413.376412248662
33,-31.682215788861267,105.46964920197458,203.63406468478814,-63.364431577722534,210.93929840394915,407.2681293695763
34,-36.42156004747992,143.60696614966093,230.3815473287242,-62.25907700423919,245.48199341822385,393.81461081833197
35,-40.22666036478945,151.8589715611489,221.9653233420565,-69.95940933006862,264.10255923678073,386.0266492905331
36,-42.60779521821518,163.65638868213173,206.7019140569331,-74.7505179266933,287.11647137216096,362.6349369419879
37,-56.88860545289536,217.48687543716565,208.7761778706471,-81.85410856531708,312.9307560246988,300.39737823114694
38,-54.79057469645293,288.81545465219455,211.6064767859854,-68.48821837056616,361.01931831524314,264.50809598248173
39,-112.10010222264617,414.82067454093806,296.3269363600642,-95.81205318174887,354.5475850777249,253.2708857778327
40,-198.30935362431595,497.04262157805965,448.60900290729273,-130.03892040938752,325.9295879200391,294.16983797199526
41,-112.5455432949465,267.5765017821963,349.8413108521864,-117.23494093223594,278.72552268978785,364.4180321376942
42,-82.68101570690906,185.02041019532257,238.64421649409226,-122.49039363986527,274.10431140047785,353.5469873986552
43,-100.78479348178105,178.2613274211739,227.854907267565,-145.01409134069218,256.4911185916171,327.84878743534534
