,org1_x,org1_y,org1_z,org2_x,org2_y,org2_z
0,-399.3945697317125,227.31508799005002,1195.92827918308,-179.3288727267125,175.55507453005,626.8055412470799
1,-29.6550714249,272.76576634111996,895.79213299915,6.656261435099999,107.69377957311997,408.56274518915
2,-437.66821860282437,452.9063979899021,785.2436177415818,-201.5607039720789,191.97999583875284,307.03102594198566
3,-488.5827693485953,710.2212494007173,617.1705442970325,-241.85876171148527,354.8851525537617,310.66109252666536
4,-440.9955304509358,2179.646542068704,-250.66851545271993,-225.11333761637144,1392.3748297709055,-252.75790177149042
5,-2019.7005976410983,2493.5996702596844,97.94474595707004,-1399.391341944717,1690.2528641417534,33.80433685493915
6,-1214.8033827658676,1407.3012411590555,-226.63251760572575,-729.5896559600194,813.2727267992088,-191.28282626075114
7,-435.36327042369544,510.401415140429,-60.07230656513667,-178.8539456142484,203.1444176193506,-68.18812223187743
8,-439.81785085800266,487.7135965850966,-40.383704828440784,-171.113630207572,188.27588678282316,-68.95990935977832
9,-469.45184393359546,526.6770077069225,-32.21116504746013,-189.24806786936585,211.07622459940393,-68.12596918041558
10,-447.02912088267726,526.097664709437,16.537629051944577,-170.44922166651997,199.69878939322987,-51.70380297594391
11,-523.6257396918431,659.643928080549,-4.922628273097189,-230.82348672051472,285.4940313528503,-59.97579739303393
12,-568.4390636026693,745.399433819375,-66.46220573079626,-267.5249280920702,339.9595723560339,-78.93077023845392
13,-648.2948030277083,704.2581647805689,-62.588927029978834,-300.5537623488855,328.6071656220892,-72.53482417451045
14,-526.2355783957712,653.6459556819657,-62.995464956635175,-237.2347439214843,290.3247317298007,-70.12984593944448
15,-530.9802941339871,631.0713177543489,-0.47052473717303656,-231.90668716716806,271.2520325809479,-47.85457215709455
16,-450.7807541993457,566.2542324475081,40.16993767902747,-190.03151619615392,234.0614001562354,-30.259808721161193
17,-348.7615950530635,461.70133918400495,101.61307591721706,-126.69284074912268,167.65274572011413,-11.161841011159048
18,-286.73842413490104,384.7753230841432,126.01686742839019,-97.18078133550634,135.68185539296616,12.649771807083063
19,-232.7741865792749,315.2248987675864,150.44747926619743,-66.61091677792021,100.6223296571566,16.670116052295576
20,-218.24701185052456,293.20235136862414,185.4375570108703,-61.07278818679762,92.10662166879769,27.387148965512445
21,-220.9167660624005,271.3784540954057,217.34610757166698,-62.844369078390386,89.65603378455768,43.26572331280107
22,-220.1622061954961,259.3647893039597,232.52920974723014,-62.32645730711581,86.31623933374175,45.75746507554629
23,-214.5241319950165,253.82268347646252,236.9519606062882,-64.41240047648385,86.6355142731875,52.34433494124281
24,-210.61593449184926,244.4649677873685,256.70704886198223,-62.520059661843206,84.17621109227761,55.754438665073394
25,-199.50193661469805,230.38032519851586,256.7586656041658,-57.55651181144957,80.06230168757793,61.16757351197923
26,-193.1112487807028,231.05618207211265,291.6214729218957,-59.61621170458316,78.78924431394405,64.16862844995525
27,-179.8449375649989,208.00153261983212,287.32923560478196,-54.63412950820259,73.10191043483204,69.21406583945756
28,-181.47937916421253,198.70070963811065,314.4890832878253,-53.91727432664693,70.89326765682709,72.6453135458525
29,-174.22693956014183,180.02801580571165,311.39630763394325,-49.732805338895034,67.94169991254955,77.54561256391806
30,-161.98309188942102,170.6360289000923,321.68094797653,-45.813977574794656,62.41012342790167,76.09489223989527
31,-136.8530755904182,179.8118220158948,349.770335166913,-39.86968006743098,57.966197238327865,70.63712630575291
32,-124.804133382692,186.51595729009776,276.16933339262357,-38.755949753061614,59.87783722301879,62.07300154698811
33,-156.78687166521416,199.6936560381214,253.55823923059103,-39.3975754941328,69.93774413826578,55.92177818311042
34,-180.06931573853768,271.95150052457933,238.63101596435388,-52.60706293592781,89.16536975639684,54.69334804121846
35,-194.1449519903094,289.29046299313615,218.85730697889232,-55.57839019318066,90.89774771258982,43.006580041185956
36,-203.464897180267,306.77203672799897,161.02019677516913,-58.68980282135293,91.54316810291849,30.359555286255542
37,-252.64296348816572,361.4926266980507,76.55372979734614,-75.32081051131398,111.02698006036657,0.10602962294937157
38,-253.19836385671877,437.397087830877,12.099420813334575,-90.31293561735222,135.47875823364456,-31.22123695094046
39,-426.3014767067563,541.9268524487263,-47.396795923777006,-171.3607761289063,214.17372244342988,-58.89981375916353
40,-673.0282167796476,641.5586996047655,133.85363808769284,-314.99806696017555,296.9235488337592,-1.8002399020908797
41,-415.26887448610785,388.40892556596793,239.45049328488648,-153.91738163748576,153.9456646515736,50.25324650966739
42,-296.31472022288375,281.7377419168569,184.268423615173,-95.12609380151002,93.81227891100309,30.62624284463567
43,-337.42356727476067,240.5561028778432,167.70841685141883,-97.90350453436052,87.90737675566992,28.550734855517845
