,org1_x,org1_y,org1_z,org2_x,org2_y,org2_z
0,-490.188896458425,415.1470785201,1634.2310204301598,-131.53115100500003,64.03692946,380.6199379359999
1,-3.3052059898,311.02381591423995,1112.6156781883,-16.61772886,95.636256768,295.49018781000007
2,-355.68594946945143,576.6216106304876,954.4705734540025,-103.9661787128849,158.093495294045,284.78727367789907
3,-373.65685954509195,889.9544255797896,1022.5601249134223,-105.91256026884453,226.79733055358508,240.042748978676
4,531.8417067809754,3411.7061762253984,720.469978493973,57.44767669910006,641.2618510983629,161.30140048269791
5,-2133.1356364229505,4416.839484692328,1836.110938851738,-347.2584806619409,715.6776871166153,294.1581003852576
6,-1281.8111573773115,2429.9954875668236,572.0918163809044,-271.57219383978713,505.5707290848868,128.0001130822611
7,-373.15444932905723,665.5069945257568,137.7852091705052,-115.17467411848234,178.59219208209186,48.429493716235
8,-378.0174493383164,622.5436306192752,134.88160328545774,-121.15501065572346,168.6920178100977,57.59632987024909
9,-415.4227710443546,685.1312968215882,160.93705397489853,-130.26911080658726,185.4317983733049,65.94017431916278
10,-378.3890920549711,639.314665070057,177.0671469318252,-123.97516216115483,179.0788228982129,77.66981581858614
11,-474.222778607722,882.2156580351905,245.52863489983685,-141.15894996953836,235.80860776291564,88.17523537327969
12,-531.08106304578,1041.0479736971615,272.4066038985414,-149.34170789068395,272.04425737336146,81.62660778690098
13,-620.9528203888332,1021.5035234509025,283.54428514158815,-177.77491114468955,262.19265969165394,80.2059236642311
14,-479.850643616033,903.9519380318523,227.3237217344523,-140.95496563677833,239.34729708554494,67.95538687628736
15,-478.3274584343872,839.9212280876969,256.6282049258135,-143.6438821017243,226.22654318343922,83.54012131696936
16,-391.4789340859077,713.3563922237034,243.72196849484308,-120.44451839005269,195.28605408753145,84.37028475453965
17,-269.4315483248832,504.7660409427524,213.22536100329552,-92.58039726696602,144.45789992415666,86.59938877583214
18,-204.9796267446379,381.642865614682,208.55760408753423,-73.20623390802086,106.74971207049595,70.26706009636561
19,-143.99110002132173,268.91229187738537,172.61213600526827,-57.10996956263385,70.72315782449255,60.66671524636913
20,-131.6044895757731,238.2913711954329,186.17304595962625,-52.40626900278427,62.298655204149334,65.30745805920608
21,-134.06783822853862,222.2973328033413,211.58083543800714,-52.87788961781804,55.291898639175656,66.82053378489063
22,-134.03617959961744,213.234382376989,218.6660628960023,-53.1599755596936,52.45630100778689,72.63609191541133
23,-133.1943114616657,211.75888893993337,228.42624682350444,-49.93802844726841,51.36092513373133,70.5678266448349
24,-129.05555169291353,202.3160848179829,236.6148639761646,-48.96861703508936,47.26664971670205,75.50137977572503
25,-120.03889884358193,188.29492713748894,237.5725605928303,-47.580728539680585,44.4027253390456,70.53474203416519
26,-118.73954929120337,185.9149032982341,254.7499930842364,-42.179177506553,43.19235360854003,83.61675358607602
27,-109.6443405118586,168.7285265495237,251.06322861914973,-40.19649115547764,37.57140341147167,76.55746202273214
28,-109.70216057711616,160.88127628093648,264.48648135316944,-41.18946178658331,33.98395051986212,85.47766419787932
29,-102.3807020846371,147.91905334622868,264.55731789172694,-41.556553982182876,28.471552900045346,78.96714624474467
30,-94.04966121654208,137.8642995251852,262.87058207085965,-38.26824816154372,27.471706300537736,84.43455429404239
31,-74.75747085919396,130.33361854330167,255.10582629935575,-27.533081467013087,27.668205817652314,90.82932106761106
32,-69.87022027184045,136.19392271573952,213.4876133416542,-23.389868515001464,29.47533910769581,64.44913836107834
33,-83.37980582368321,153.21104559640747,203.45811265213393,-38.61881123484507,28.78653145738529,59.24367930653574
34,-103.69144000252794,219.27158981769395,224.08695713810067,-42.212289579200934,56.50568024704666,67.35506197041067
35,-111.33022940024983,230.8692443691589,206.74103697626893,-45.39753799083903,61.1572878308355,66.54678708865892
36,-117.15856546993828,245.618076782679,172.11968948824094,-46.35955002994727,69.37096424160177,50.01381965189149
37,-159.3819061779234,332.6604448656541,140.75553763180548,-64.32068152074235,100.22959375143361,46.20308036207077
38,-172.91946183379957,439.32109335246463,110.85753643123492,-58.56937687076003,134.94727343896147,45.870003345170055
39,-349.97971991921867,693.720355638137,151.33088991250534,-114.37281268496538,194.36392844030033,51.586757020970595
40,-625.2136250327103,915.6324097254949,421.12255913938776,-177.58916073631408,231.48663581576784,136.27283275305416
41,-317.30567902241063,439.35731452100174,343.57466460957386,-109.81843993806451,115.78483378395362,115.73532953660985
42,-200.162959268832,267.80903179909194,209.30499050779434,-70.98213209227346,69.11300794517146,71.52639789132556
43,-230.817230108825,248.2443808676563,197.13271548264137,-92.32628510541132,58.54144371447252,65.43289018523114
